EntryID,Reader,soil_core_volume_cm3,sample_size,Pixel_Lat,Pixel_Long,soil_depth_depth_cm,hyphal_density_m_cm3,soil_core_volume_reported,pot_soil_volume_reported,cultivated1_wild0_Pironon2023,GrowthFormKnown,Growth_Form_Grass,Growth_Form_Herb,Growth_Form_Shrub,Growth_Form_Tree,AMF_richness,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,HumanModification,MODIS_NPP,SG_Depth_to_bedrock,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,Resolve_Biome,crops_ESA,cultivated_grassland_2010_2022,earthEnvLandcover_class_barren,earthEnvLandcover_class_cultivated_managed_vegetation,earthEnvLandcover_class_evergreen_broadleaf_trees,earthEnvLandcover_class_evergreen_decid_needleleaf_trees,earthEnvLandcover_class_herbaceous_vegetation,earthEnvLandcover_class_mixed_other_trees,earthEnvLandcover_class_regularly_flooded_vegetation,earthEnvLandcover_class_shrubs,grassland_class_2001,grassland_class_2010_2022,grassland_class_2021,harmonized_aboveground_biomass,harmonized_belowground_biomass,isric_soil_proportion_of_sand,myco_veg_cover,nitrogen,phosphorus,sampling_intensity,uncultivated_grassland_2010_2022,Season_NorthernHemHarmonized.Spring,Season_NorthernHemHarmonized_Autumn,Season_NorthernHemHarmonized_Summer,Season_NorthernHemHarmonized_Winter,Season_NorthernHemHarmonized_NA
E1923,Rachael,444.82,5,-12,-71.6,20,0.017280702,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
E1924,Rachael,444.82,5,-12,-71.6,30,0.042192982,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
E1921,Rachael,444.82,5,-12,-71.6,30,0.084298246,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
E1922,Rachael,444.82,5,-12,-71.6,10,0.179385965,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
E1920,Rachael,444.82,5,-12,-71.6,10,0.206403509,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
E3705,Justin,444.82,1,-6.44,-77.53,15,0.512820513,0,0,1,1,0,0,0,1,30.30991745,1340,179.5827179,1578.276123,227.5827179,49.19164658,416,852,4415,0.785770059,0.618404329,1681,5.193297386,-1.5625,0,0,0.597537875,15334.86426,200,45.70562744,52.62617874,1,0,0,0,54,46,0,0,0,0,0,0,0,0,188,69,812,82,4102,3.993077517,12.67918015,0,0,0,0,0,1
E3709,Justin,444.82,1,-6.44,-77.53,15,0.683760684,0,0,1,1,0,0,0,1,30.30991745,1340,179.5827179,1578.276123,227.5827179,49.19164658,416,852,4415,0.785770059,0.618404329,1681,5.193297386,-1.5625,0,0,0.597537875,15334.86426,200,45.70562744,52.62617874,1,0,0,0,54,46,0,0,0,0,0,0,0,0,188,69,812,82,4102,3.993077517,12.67918015,0,0,0,0,0,1
E3715,Justin,444.82,1,-6.44,-77.53,15,0.726495726,0,0,1,1,0,0,0,1,30.30991745,1340,179.5827179,1578.276123,227.5827179,49.19164658,416,852,4415,0.785770059,0.618404329,1681,5.193297386,-1.5625,0,0,0.597537875,15334.86426,200,45.70562744,52.62617874,1,0,0,0,54,46,0,0,0,0,0,0,0,0,188,69,812,82,4102,3.993077517,12.67918015,0,0,0,0,0,1
E3707,Justin,444.82,1,-6.44,-77.53,15,0.769230769,0,0,1,1,0,0,0,1,30.30991745,1340,179.5827179,1578.276123,227.5827179,49.19164658,416,852,4415,0.785770059,0.618404329,1681,5.193297386,-1.5625,0,0,0.597537875,15334.86426,200,45.70562744,52.62617874,1,0,0,0,54,46,0,0,0,0,0,0,0,0,188,69,812,82,4102,3.993077517,12.67918015,0,0,0,0,0,1
E3708,Justin,444.82,1,-6.44,-77.53,15,0.769230769,0,0,1,1,0,0,0,1,30.30991745,1340,179.5827179,1578.276123,227.5827179,49.19164658,416,852,4415,0.785770059,0.618404329,1681,5.193297386,-1.5625,0,0,0.597537875,15334.86426,200,45.70562744,52.62617874,1,0,0,0,54,46,0,0,0,0,0,0,0,0,188,69,812,82,4102,3.993077517,12.67918015,0,0,0,0,0,1
E3710,Justin,444.82,1,-6.44,-77.53,15,0.811965812,0,0,1,1,0,0,0,1,30.30991745,1340,179.5827179,1578.276123,227.5827179,49.19164658,416,852,4415,0.785770059,0.618404329,1681,5.193297386,-1.5625,0,0,0.597537875,15334.86426,200,45.70562744,52.62617874,1,0,0,0,54,46,0,0,0,0,0,0,0,0,188,69,812,82,4102,3.993077517,12.67918015,0,0,0,0,0,1
E3714,Justin,444.82,1,-6.44,-77.53,15,0.897435897,0,0,1,1,0,0,0,1,30.30991745,1340,179.5827179,1578.276123,227.5827179,49.19164658,416,852,4415,0.785770059,0.618404329,1681,5.193297386,-1.5625,0,0,0.597537875,15334.86426,200,45.70562744,52.62617874,1,0,0,0,54,46,0,0,0,0,0,0,0,0,188,69,812,82,4102,3.993077517,12.67918015,0,0,0,0,0,1
E3706,Justin,444.82,1,-6.44,-77.53,15,0.94017094,0,0,1,1,0,0,0,1,30.30991745,1340,179.5827179,1578.276123,227.5827179,49.19164658,416,852,4415,0.785770059,0.618404329,1681,5.193297386,-1.5625,0,0,0.597537875,15334.86426,200,45.70562744,52.62617874,1,0,0,0,54,46,0,0,0,0,0,0,0,0,188,69,812,82,4102,3.993077517,12.67918015,0,0,0,0,0,1
E3711,Justin,444.82,1,-6.44,-77.53,15,0.94017094,0,0,1,1,0,0,0,1,30.30991745,1340,179.5827179,1578.276123,227.5827179,49.19164658,416,852,4415,0.785770059,0.618404329,1681,5.193297386,-1.5625,0,0,0.597537875,15334.86426,200,45.70562744,52.62617874,1,0,0,0,54,46,0,0,0,0,0,0,0,0,188,69,812,82,4102,3.993077517,12.67918015,0,0,0,0,0,1
E3713,Justin,444.82,1,-6.44,-77.53,15,0.94017094,0,0,1,1,0,0,0,1,30.30991745,1340,179.5827179,1578.276123,227.5827179,49.19164658,416,852,4415,0.785770059,0.618404329,1681,5.193297386,-1.5625,0,0,0.597537875,15334.86426,200,45.70562744,52.62617874,1,0,0,0,54,46,0,0,0,0,0,0,0,0,188,69,812,82,4102,3.993077517,12.67918015,0,0,0,0,0,1
E3716,Justin,444.82,1,-6.44,-77.53,15,0.94017094,0,0,1,1,0,0,0,1,30.30991745,1340,179.5827179,1578.276123,227.5827179,49.19164658,416,852,4415,0.785770059,0.618404329,1681,5.193297386,-1.5625,0,0,0.597537875,15334.86426,200,45.70562744,52.62617874,1,0,0,0,54,46,0,0,0,0,0,0,0,0,188,69,812,82,4102,3.993077517,12.67918015,0,0,0,0,0,1
E3712,Justin,444.82,1,-6.44,-77.53,15,1.111111111,0,0,1,1,0,0,0,1,30.30991745,1340,179.5827179,1578.276123,227.5827179,49.19164658,416,852,4415,0.785770059,0.618404329,1681,5.193297386,-1.5625,0,0,0.597537875,15334.86426,200,45.70562744,52.62617874,1,0,0,0,54,46,0,0,0,0,0,0,0,0,188,69,812,82,4102,3.993077517,12.67918015,0,0,0,0,0,1
E3136,Rachael,444.82,4,-4.5,104.03,15,5.180841121,0,0,0,1,0,0,0,1,43.74547577,1540,257.4997253,2771.988281,313.4997253,50.60168839,201,1387,4752,0.200925931,0.455610514,173.5,1.102492332,-1.875,0,0,0.253130674,11303.39844,200,47.21372604,48.93531036,1,0,0,0,88,13,0,0,0,0,0,0,0,0,636,149,451,80,2990,7.47253561,10.90998459,0,0,0,0,0,1
E3138,Rachael,444.82,4,-4.5,104.03,15,5.36364486,0,0,1,1,1,0,0,0,43.74547577,1540,257.4997253,2771.988281,313.4997253,50.60168839,201,1387,4752,0.200925931,0.455610514,173.5,1.102492332,-1.875,0,0,0.253130674,11303.39844,200,47.21372604,48.93531036,1,0,0,0,88,13,0,0,0,0,0,0,0,0,636,149,451,80,2990,7.47253561,10.90998459,0,0,0,0,0,1
E3141,Rachael,444.82,4,-4.5,104.03,15,6.460747664,0,0,1,1,1,0,0,0,43.74547577,1540,257.4997253,2771.988281,313.4997253,50.60168839,201,1387,4752,0.200925931,0.455610514,173.5,1.102492332,-1.875,0,0,0.253130674,11303.39844,200,47.21372604,48.93531036,1,0,0,0,88,13,0,0,0,0,0,0,0,0,636,149,451,80,2990,7.47253561,10.90998459,0,0,0,0,0,1
E3133,Rachael,444.82,4,-4.5,104.03,15,6.532803738,0,0,1,1,0,0,0,1,43.74547577,1540,257.4997253,2771.988281,313.4997253,50.60168839,201,1387,4752,0.200925931,0.455610514,173.5,1.102492332,-1.875,0,0,0.253130674,11303.39844,200,47.21372604,48.93531036,1,0,0,0,88,13,0,0,0,0,0,0,0,0,636,149,451,80,2990,7.47253561,10.90998459,0,0,0,0,0,1
E3140,Rachael,444.82,4,-4.5,104.03,15,6.64364486,0,0,1,1,1,0,0,0,43.74547577,1540,257.4997253,2771.988281,313.4997253,50.60168839,201,1387,4752,0.200925931,0.455610514,173.5,1.102492332,-1.875,0,0,0.253130674,11303.39844,200,47.21372604,48.93531036,1,0,0,0,88,13,0,0,0,0,0,0,0,0,636,149,451,80,2990,7.47253561,10.90998459,0,0,0,0,0,1
E3134,Rachael,444.82,4,-4.5,104.03,15,10.42261682,0,0,0,1,0,0,0,1,43.74547577,1540,257.4997253,2771.988281,313.4997253,50.60168839,201,1387,4752,0.200925931,0.455610514,173.5,1.102492332,-1.875,0,0,0.253130674,11303.39844,200,47.21372604,48.93531036,1,0,0,0,88,13,0,0,0,0,0,0,0,0,636,149,451,80,2990,7.47253561,10.90998459,0,0,0,0,0,1
E3132,Rachael,444.82,4,-4.5,104.03,15,11.19261682,0,0,1,1,0,0,0,1,43.74547577,1540,257.4997253,2771.988281,313.4997253,50.60168839,201,1387,4752,0.200925931,0.455610514,173.5,1.102492332,-1.875,0,0,0.253130674,11303.39844,200,47.21372604,48.93531036,1,0,0,0,88,13,0,0,0,0,0,0,0,0,636,149,451,80,2990,7.47253561,10.90998459,0,0,0,0,0,1
E3137,Rachael,444.82,4,-4.5,104.03,15,11.21495327,0,0,1,1,1,0,0,0,43.74547577,1540,257.4997253,2771.988281,313.4997253,50.60168839,201,1387,4752,0.200925931,0.455610514,173.5,1.102492332,-1.875,0,0,0.253130674,11303.39844,200,47.21372604,48.93531036,1,0,0,0,88,13,0,0,0,0,0,0,0,0,636,149,451,80,2990,7.47253561,10.90998459,0,0,0,0,0,1
E3142,Rachael,444.82,4,-4.5,104.03,15,17.55383178,0,0,1,1,1,0,0,0,43.74547577,1540,257.4997253,2771.988281,313.4997253,50.60168839,201,1387,4752,0.200925931,0.455610514,173.5,1.102492332,-1.875,0,0,0.253130674,11303.39844,200,47.21372604,48.93531036,1,0,0,0,88,13,0,0,0,0,0,0,0,0,636,149,451,80,2990,7.47253561,10.90998459,0,0,0,0,0,1
E3135,Rachael,444.82,4,-4.5,104.03,15,20.54046729,0,0,0,1,0,0,0,1,43.74547577,1540,257.4997253,2771.988281,313.4997253,50.60168839,201,1387,4752,0.200925931,0.455610514,173.5,1.102492332,-1.875,0,0,0.253130674,11303.39844,200,47.21372604,48.93531036,1,0,0,0,88,13,0,0,0,0,0,0,0,0,636,149,451,80,2990,7.47253561,10.90998459,0,0,0,0,0,1
E3139,Rachael,444.82,4,-4.5,104.03,15,21.33280374,0,0,1,1,1,0,0,0,43.74547577,1540,257.4997253,2771.988281,313.4997253,50.60168839,201,1387,4752,0.200925931,0.455610514,173.5,1.102492332,-1.875,0,0,0.253130674,11303.39844,200,47.21372604,48.93531036,1,0,0,0,88,13,0,0,0,0,0,0,0,0,636,149,451,80,2990,7.47253561,10.90998459,0,0,0,0,0,1
E2188,Coco,444.82,6,-3.98,-79.08,5,14.15929204,0,0,0,0,0,0,0,0,18.36044884,1154.999878,162.4854736,1233.609863,207.4690399,32.38161469,455,550,3198,0.791798115,-0.457920492,1961.5,22.09582901,-12.4375,0,0.13132225,0.18694979,16837.48242,122.1336136,86.83307648,53.00029373,1,0,0,0,61,35,0,4,0,0,0,0,0,0,965,250,726,82,8112,12.97219372,5.126653194,0,1,0,0,0,0
E2190,Coco,444.82,6,-3.98,-79.08,15,17.69911504,0,0,0,0,0,0,0,0,18.36044884,1154.999878,162.4854736,1233.609863,207.4690399,32.38161469,455,550,3198,0.791798115,-0.457920492,1961.5,22.09582901,-12.4375,0,0.13132225,0.18694979,16837.48242,122.1336136,86.83307648,53.00029373,1,0,0,0,61,35,0,4,0,0,0,0,0,0,965,250,726,82,8112,12.97219372,5.126653194,0,1,0,0,0,0
E2189,Coco,444.82,6,-3.98,-79.08,10,38.05309735,0,0,0,0,0,0,0,0,18.36044884,1154.999878,162.4854736,1233.609863,207.4690399,32.38161469,455,550,3198,0.791798115,-0.457920492,1961.5,22.09582901,-12.4375,0,0.13132225,0.18694979,16837.48242,122.1336136,86.83307648,53.00029373,1,0,0,0,61,35,0,4,0,0,0,0,0,0,965,250,726,82,8112,12.97219372,5.126653194,0,1,0,0,0,0
E3209,Rachael,444.82,6,-2.7,35.2,15,57.5,0,0,0,1,0,0,1,0,23.19976616,1805,202.4832306,611.1588745,269.5,72.39830017,224,1975,6751,0.707105994,-0.707107544,1766,0.437510222,0.1875,0,0.443775952,0.146113306,4570.572754,200,27.49875259,79.41230774,7,0,0,0,0,0,0,100,0,0,0,2,2,2,21,54,627,99,1862,4.398509026,46.87456512,1,0,0,0,0,1
E3210,Rachael,444.82,6,-2.6,35.15,15,54.56896552,0,0,0,1,0,0,1,0,26.27372932,1796,205.5,617.1509399,271.5,71.89997101,559,4187,4792,0.834102511,0.457550585,1711,1.114006042,0,0.341281563,0,0.116749674,6200.096191,200,22.172575,75.78151703,7,0,0,0,0,0,0,100,0,0,0,2,2,2,21,57,674,80,1857,3.606702566,55.52145004,1,0,0,0,0,1
E487,Coco,444.82,1,-2.33,34.83,10,0.008432836,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E513,Coco,444.82,1,-2.33,34.83,10,0.020298507,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E496,Coco,444.82,1,-2.33,34.83,10,0.136716418,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E518,Coco,444.82,1,-2.33,34.83,10,0.165671642,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E519,Coco,444.82,1,-2.33,34.83,10,0.237537313,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E485,Coco,444.82,1,-2.33,34.83,10,0.25858209,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E495,Coco,444.82,1,-2.33,34.83,10,0.435298507,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E480,Coco,444.82,1,-2.33,34.83,10,0.437835821,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E528,Coco,444.82,1,-2.33,34.83,10,0.44380597,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E482,Coco,444.82,1,-2.33,34.83,10,0.460597015,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E512,Coco,444.82,1,-2.33,34.83,10,0.468283582,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E488,Coco,444.82,1,-2.33,34.83,10,0.49761194,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E522,Coco,444.82,1,-2.33,34.83,10,0.501044776,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E490,Coco,444.82,1,-2.33,34.83,10,0.521044776,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E483,Coco,444.82,1,-2.33,34.83,10,0.547164179,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E525,Coco,444.82,1,-2.33,34.83,10,0.550447761,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E494,Coco,444.82,1,-2.33,34.83,10,0.612462687,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E489,Coco,444.82,1,-2.33,34.83,10,0.628059701,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E527,Coco,444.82,1,-2.33,34.83,10,0.628656716,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E520,Coco,444.82,1,-2.33,34.83,10,0.65,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E484,Coco,444.82,1,-2.33,34.83,10,0.694477612,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E521,Coco,444.82,1,-2.33,34.83,10,0.71,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E486,Coco,444.82,1,-2.33,34.83,10,0.736492537,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E529,Coco,444.82,1,-2.33,34.83,10,0.776791045,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E491,Coco,444.82,1,-2.33,34.83,10,0.813358209,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E526,Coco,444.82,1,-2.33,34.83,10,0.831940299,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E479,Coco,444.82,1,-2.33,34.83,10,0.910522388,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E510,Coco,444.82,1,-2.33,34.83,10,0.915746269,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
E481,Coco,444.82,1,-2.33,34.83,10,0.94119403,0,0,0,1,1,0,0,0,35.66936111,1863,222.4334412,645.9414063,294.4334412,68.69832611,276,1055,4809,-0.996586561,-0.080280468,1508,7.044184685,-2.8125,1.870066047,0,0.043214198,8644.579102,200,20.58226776,73.27362823,7,0,0,0,38,21,0,20,7,0,14,0,0,0,90,166,909,98,2666,2.361217976,83.39362335,0,1,0,0,0,0
